,raw_portfolio_return
2005-06-07,0.0012910973608588334
2005-06-08,-0.0026139742778765363
2005-06-09,-0.0022339189415918983
2005-06-10,0.0022095676621865902
2005-06-13,0.002332852778712354
2005-06-14,0.0005804362259857105
2005-06-15,0.004512978919620292
2005-06-16,-0.0025409671811256664
2005-06-17,0.0004266159274609969
2005-06-20,-0.0005512069406098078
2005-06-21,0.0045988682839987515
2005-06-22,-0.0038922673389342527
2005-06-23,-0.0046534994348889115
2005-06-24,0.001367266874219107
2005-06-27,0.0031043804944158033
2005-06-28,0.0016454443858291258
2005-06-29,-0.0030947024275923356
2005-06-30,0.0011156631328022512
2005-07-01,0.0007689056095808672
2005-07-04,0.00323937972143719
2005-07-05,-0.0022785391541352154
2005-07-06,-0.0014889879511202193
2005-07-07,-0.0017951508174038344
2005-07-08,0.002163213762588788
2005-07-11,-0.002607027208722459
2005-07-12,0.0005922539661148227
2005-07-13,-0.004705992411730938
2005-07-14,0.0011220386812377434
2005-07-15,0.004124847322981921
2005-07-18,0.003942373224909312
2005-07-19,-0.00044066144798514287
2005-07-20,0.001513119722366819
2005-07-21,0.002634268324520447
2005-07-22,0.002087478920404823
2005-07-25,0.005883793720943062
2005-07-26,0.0016078843616511335
2005-07-27,0.0021123980156232186
2005-07-28,-0.000932306576615401
2005-07-29,0.0061946586277901805
2005-08-01,-0.0013322043691747557
2005-08-02,-0.0005224202559434246
2005-08-03,0.0008007750133250509
2005-08-04,-0.002675660806060567
2005-08-05,-0.002929029493492133
2005-08-08,0.003460106255748821
2005-08-09,0.00217780147210319
2005-08-10,-0.0027387519702449935
2005-08-11,-0.0009568886043588559
2005-08-12,-0.001247862264104885
2005-08-15,-0.003386378802789539
2005-08-16,-0.004132765926216157
2005-08-17,-0.00042334843696229375
2005-08-18,0.00027567802895763903
2005-08-19,0.0038304928237838437
2005-08-22,0.001633215300231154
2005-08-23,-0.0034636037667161675
2005-08-24,0.0034501863164275665
2005-08-25,0.0022640539511149457
2005-08-26,0.00365921124440266
2005-08-29,0.00011745922670783533
2005-08-30,0.001264881051627129
2005-08-31,-0.0008210587656602852
2005-09-01,-0.002582406907114424
2005-09-02,0.00014168303019929834
2005-09-05,0.0016231931940212513
2005-09-06,0.0031950257914953183
2005-09-07,-0.004001667477357842
2005-09-08,0.0014979229364906277
2005-09-09,0.0002105676610860513
2005-09-12,-0.002494172216886711
2005-09-13,-0.0033051758215779424
2005-09-14,-0.005877847477621405
2005-09-15,0.0034992348548120566
2005-09-16,0.0015762523582532014
2005-09-19,0.004156050143719091
2005-09-20,0.003932734359438752
2005-09-21,0.007297263652314618
2005-09-22,-0.002051878419869894
2005-09-23,0.002925442459710447
2005-09-26,0.0017895099570140749
2005-09-27,0.007516011346405755
2005-09-28,0.001663564299119446
2005-09-29,0.003774127722766728
2005-09-30,0.005210106984646861
2005-10-03,-0.0009284903750648628
2005-10-04,0.0026279325029482307
2005-10-05,0.0014591901547259532
2005-10-06,-0.0027375175915943543
2005-10-07,0.001315947540792204
2005-10-10,-0.0003039656009794065
2005-10-11,0.002251427169387078
2005-10-12,-0.0032668263584466426
2005-10-13,-0.0029652486067253767
2005-10-14,-0.0003612895381376834
2005-10-17,-0.000107357509499893
2005-10-18,-0.003770759462766518
2005-10-19,0.00209503287472493
2005-10-20,0.00265920489269068
2005-10-21,0.0049689686648546755
2005-10-24,0.00428518932536941
2005-10-25,-0.0016479690674943166
2005-10-26,-0.00399212552034062
2005-10-27,0.0045115407140214475
2005-10-28,-0.005999747217259422
2005-10-31,1.7811450340073998e-05
2005-11-01,0.004054449509672642
2005-11-02,0.001578432126947071
2005-11-03,0.0017026693884437355
2005-11-04,0.0010555540014080217
2005-11-07,-0.0004888986005141205
2005-11-08,-0.0020705591609647745
2005-11-09,-0.003121764548205408
2005-11-10,-0.0014173877798167363
2005-11-11,0.0037215100772710957
2005-11-14,-0.004145062359635804
2005-11-15,0.0006499350136273333
2005-11-16,0.0037453424112345824
2005-11-17,-0.0018675459824265205
2005-11-18,-0.0004966021283810945
2005-11-21,0.006818717333646161
2005-11-22,0.002549341938592842
2005-11-23,-0.0036453589646333866
2005-11-24,-0.0022627012113656496
2005-11-25,-0.0013267765177709743
2005-11-28,0.003347539075685329
2005-11-29,-0.003580151212785078
2005-11-30,0.002806579215866043
2005-12-01,0.0016966920590472862
2005-12-02,0.003230774131187187
2005-12-05,0.004789905059851975
2005-12-06,0.0035023434397138107
2005-12-07,0.0003835280136720834
2005-12-08,-0.0029728652184467263
2005-12-09,0.0019759775856207596
2005-12-12,-0.004099889169244175
2005-12-13,-0.0051361761938869595
2005-12-14,0.001151719620998639
2005-12-15,-0.002147930198062752
2005-12-16,-0.007301507637179825
2005-12-19,0.0027149319191368247
2005-12-20,0.0018566697906456605
2005-12-21,0.00121246551072251
2005-12-22,0.00022466435249128054
2005-12-23,0.0009988648636912608
2005-12-26,-3.8088595464915635e-05
2005-12-27,0.003582512869790871
2005-12-28,-0.004578736136034824
2005-12-29,-0.002875536791367695
2005-12-30,-0.002465578552509801
2006-01-02,0.0025292123583606297
2006-01-03,-0.0018300356770430204
2006-01-04,0.0017643927559021408
2006-01-05,-0.005852506565360108
2006-01-06,0.005889007937572105
2006-01-09,-0.0010459577107558317
2006-01-10,0.0011037435488449542
2006-01-11,-0.004054012187826158
2006-01-12,0.0019772105704151965
2006-01-13,0.0006483655084133213
2006-01-16,-0.0034133688558378454
2006-01-17,-0.005520738376867797
2006-01-18,-0.0009231970870635697
2006-01-19,-0.0017652484001568285
2006-01-20,0.0007529415363539013
2006-01-23,0.003305970073894427
2006-01-24,-0.005695792256927573
2006-01-25,0.0026378760623171323
2006-01-26,0.0005954132581353896
2006-01-27,-0.00736295232477374
2006-01-30,0.0016007468488673238
2006-01-31,0.002039820160839251
2006-02-01,-0.0019097774451714746
2006-02-02,0.0018436368785679073
2006-02-03,0.0018059585602534962
2006-02-06,-0.00018701738557519096
2006-02-07,0.0029387825045620896
2006-02-08,-0.0034924584117352582
2006-02-09,0.0014519086608846639
2006-02-10,-0.0034933985838789673
2006-02-13,-0.0020354667865763133
2006-02-14,0.00013366477584947925
2006-02-15,0.0029456711810886423
2006-02-16,0.0038007003541802066
2006-02-17,0.003205140669617557
2006-02-20,0.00022187774042750088
2006-02-21,9.233987824591651e-05
2006-02-22,0.002718603075705964
2006-02-23,-0.00180582892731788
2006-02-24,0.0016434134722038815
2006-02-27,0.003595885023111379
2006-02-28,0.0034351246746657186
2006-03-01,0.00040107682529781207
2006-03-02,-0.004077718057158112
2006-03-03,0.002769742691337329
2006-03-06,-0.004437980679294029
2006-03-07,-0.0011394288856627567
2006-03-08,0.0011199241576012162
2006-03-09,-0.005329668588061733
2006-03-10,-0.0006513426546209651
2006-03-13,0.0004520550796333558
2006-03-14,-0.0011707743832231497
2006-03-15,-0.00018142355002079584
2006-03-16,0.0028058077216580723
2006-03-17,0.0013568259322626454
2006-03-20,-0.004931221074879833
2006-03-21,-0.0020030793011588735
2006-03-22,0.002551178960824479
2006-03-23,-0.0009217495158380301
2006-03-24,-0.0016512308298264216
2006-03-27,-0.0015849877908643093
2006-03-28,-0.001961395278341682
2006-03-29,-0.00037662545740333483
2006-03-30,0.0004588632670537225
2006-03-31,0.003332066247389926
2006-04-03,0.0010101032728326495
2006-04-04,-0.00045244817813855235
2006-04-05,-0.0004830887294719994
2006-04-06,-0.0007170946834976052
2006-04-07,-0.002694406451131748
2006-04-10,0.0033147982698437835
2006-04-11,0.004031969324685466
2006-04-12,7.371739758375428e-05
2006-04-13,-0.00032305039008676103
2006-04-14,-0.001125477062766264
2006-04-17,-0.0013553332582278092
2006-04-18,0.00013372512288623625
2006-04-19,0.001484204102661862
2006-04-20,0.0023130420644305325
2006-04-21,0.0011647894287612672
2006-04-24,0.0010863955483484443
2006-04-25,0.0010203351412958585
2006-04-26,0.000837247586553539
2006-04-27,0.0037093445231710636
2006-04-28,-0.002281252392550252
2006-05-01,-0.001267557043136698
2006-05-02,0.004821054851985431
2006-05-03,0.004060553074380782
2006-05-04,0.002857280961451779
2006-05-05,0.0048424842003213
2006-05-08,0.00028442494493357906
2006-05-09,0.0042961084902263256
2006-05-10,-0.0018572589567112845
2006-05-11,0.0005108243826965139
2006-05-12,0.0041104403623122895
2006-05-15,-0.002614756150810392
2006-05-16,-0.0006168886413650597
2006-05-17,0.003782721853206733
2006-05-18,0.0015298402881379553
2006-05-19,0.002385195222446676
2006-05-22,0.004303562964818013
2006-05-23,0.0014690071634718485
2006-05-24,-0.008320930008063585
2006-05-25,-0.00025343003662905284
2006-05-26,0.003500756069768916
2006-05-29,-0.0009246049728944647
2006-05-30,0.0003429663938708631
2006-05-31,-0.0014834578329091354
2006-06-01,0.0005213800233607345
2006-06-02,-0.00040437542974413644
2006-06-05,-9.74245425530777e-05
2006-06-06,-0.0005285199452023414
2006-06-07,0.0013820491526118598
2006-06-08,0.005588622078278303
2006-06-09,0.000791748575934528
2006-06-12,-0.003204725197297469
2006-06-13,0.002310848007350527
2006-06-14,-0.0026290454984110776
2006-06-15,0.005424333193676407
2006-06-16,0.0029723752177924405
2006-06-19,0.00033959997961627037
2006-06-20,0.0021490428384246026
2006-06-21,0.00026136555003453653
2006-06-22,-0.0033657396890337697
2006-06-23,-0.0024938364253669697
2006-06-26,0.0009416563184001612
2006-06-27,-0.0026834578108715186
2006-06-28,-0.0037315395138107113
2006-06-29,-0.0016911316990297122
2006-06-30,-0.0020436444710052624
2006-07-03,-0.000915680023765106
2006-07-04,-0.000956933522394907
2006-07-05,0.0005218566792465145
2006-07-06,-0.0007997571792704452
2006-07-07,-0.002369166352278577
2006-07-10,0.0008289780192499256
2006-07-11,0.001935778297998419
2006-07-12,0.004744503234848337
2006-07-13,0.001731814299884654
2006-07-14,-0.004198925560875085
2006-07-17,0.0003733946323240977
2006-07-18,-0.002700537732324454
2006-07-19,0.0021469983716438388
2006-07-20,-0.0005435791029053859
2006-07-21,0.0005821600029736226
2006-07-24,0.004201449308168825
2006-07-25,0.0014942098834585425
2006-07-26,0.0010455035302072504
2006-07-27,0.00444355331297078
2006-07-28,0.005034255451906042
2006-07-31,0.0048876607811244
2006-08-01,0.00254427753210001
2006-08-02,-0.0025737853159620346
2006-08-03,-0.001638336410443168
2006-08-04,0.0022246000735844404
2006-08-07,0.0010434600602140928
2006-08-08,-0.0007054150458342346
2006-08-09,-0.002454052121812529
2006-08-10,-0.005686336755292894
2006-08-11,-0.0020109432953859534
2006-08-14,0.001789060650792515
2006-08-15,0.00025959850652838623
2006-08-16,0.002653968022276083
2006-08-17,0.0008928513772530867
2006-08-18,-0.002350228938141286
2006-08-21,0.010399696955381054
2006-08-22,-0.0017137048806621022
2006-08-23,-0.002021222776155588
2006-08-24,-0.0020501397868567155
2006-08-25,0.002981441286364795
2006-08-28,0.003275110526823485
2006-08-29,-0.0033502929334957732
2006-08-30,0.0004121616094132645
2006-08-31,-0.0017704177432875422
2006-09-01,0.002926977440274935
2006-09-04,-0.0024090746771718314
2006-09-05,0.0019942227326958857
2006-09-06,0.0026555773418266045
2006-09-07,-0.00012425987138684966
2006-09-08,-0.00018061866146202568
2006-09-11,0.0019579852291541013
2006-09-12,0.005294748799596858
2006-09-13,-0.002333123765824038
2006-09-14,0.004645061605926101
2006-09-15,0.0037030026072829353
2006-09-18,-0.006480011256620226
2006-09-19,0.003536793583290643
2006-09-20,0.0018874625903509044
2006-09-21,0.003285476897994833
2006-09-22,0.003858374707677866
2006-09-25,-0.0005208041800430687
2006-09-26,0.0002466312525756651
2006-09-27,0.00301234783285031
2006-09-28,0.002721586299992158
2006-09-29,-0.0042488986254447195
2006-10-02,0.0009668563117128128
2006-10-03,0.0010099992845529638
2006-10-04,0.00042742787276074364
2006-10-05,0.002010286454366584
2006-10-06,-0.0008766705005020062
2006-10-09,-0.0010299061456194307
2006-10-10,-0.0036166008482017725
2006-10-11,-0.0028006153814165782
2006-10-12,-0.0033897418519077136
2006-10-13,-0.0016934859911087463
2006-10-16,0.0007346317605333855
2006-10-17,-0.00027266104924352755
2006-10-18,0.0018264157913088067
2006-10-19,-0.000741115156541798
2006-10-20,-0.0017797866152360025
2006-10-23,-0.0005839024475106055
2006-10-24,-0.000933650349754519
2006-10-25,-0.003876395240893675
2006-10-26,0.0008864493060445012
2006-10-27,0.0015900463987202015
2006-10-30,-0.0030152452363251423
2006-10-31,-2.2387384496216564e-06
2006-11-01,-0.0013413902967467405
2006-11-02,0.0017695745377872612
2006-11-03,-0.002191834510611596
2006-11-06,0.002985925475606563
2006-11-07,0.0014031911421406714
2006-11-08,-0.002312463128904634
2006-11-09,0.002922464611375204
2006-11-10,0.002637332412224475
2006-11-13,0.003776239997552408
2006-11-14,-0.0013781087890507283
2006-11-15,-0.002174889053831067
2006-11-16,0.0010366187391215019
2006-11-17,-0.0010158678557086595
2006-11-20,-0.0021911634728697415
2006-11-21,-0.0014578262747439647
2006-11-22,-0.004617139553725286
2006-11-23,0.003626592681094082
2006-11-24,0.001179930320400094
2006-11-27,-0.0013564098304845037
2006-11-28,2.910271925907204e-06
2006-11-29,0.004108427039007441
2006-11-30,0.0024002616121318204
2006-12-01,-0.0014351807684958682
2006-12-04,1.3413671089659634e-05
2006-12-05,0.00018684197326331248
2006-12-06,0.00035791996712765774
2006-12-07,-0.0018392352838445
2006-12-08,0.0014283434378457142
2006-12-11,0.0018211138794970664
2006-12-12,0.0025406716769055095
2006-12-13,0.003756922550680175
2006-12-14,0.002514117274122044
2006-12-15,-0.0034149142906232874
2006-12-18,0.0037572102859600993
2006-12-19,-0.001914739696808685
2006-12-20,0.0003554895299508684
2006-12-21,-0.0028424957593234023
2006-12-22,-0.0016175668276478432
2006-12-25,0.005340461237732308
2006-12-26,0.0030915524442650093
2006-12-27,0.0002373351004158128
2006-12-28,0.0009986234302447406
2006-12-29,-0.001470094768451334
2007-01-01,-0.0038644845900373407
2007-01-02,-0.0011038814042072704
2007-01-03,0.004808501501664305
2007-01-04,-0.003410490366159033
2007-01-05,-0.0029986836667889724
2007-01-08,0.004645819002710922
2007-01-09,0.005557508498802938
2007-01-10,-0.0002536090680423834
2007-01-11,-0.0006502704346628659
2007-01-12,0.0017375710772515934
2007-01-15,0.0020543327295066984
2007-01-16,-0.0014614368198312337
2007-01-17,0.003187825474021484
2007-01-18,-0.00017011422963884556
2007-01-19,-0.0010502922845394033
2007-01-22,-0.0019223124907967058
2007-01-23,0.003911654180239725
2007-01-24,0.0006554264131641196
2007-01-25,0.001552213456643819
2007-01-26,0.0042755097014459216
2007-01-29,-0.0030853370092656543
2007-01-30,0.003990150338836709
2007-01-31,-0.0024896590094277225
2007-02-01,0.002055305705490699
2007-02-02,0.004034039822383636
2007-02-05,0.001044216444840656
2007-02-06,0.0001823833951093499
2007-02-07,0.002806722119856487
2007-02-08,-0.0018330419871381023
2007-02-09,0.005985790710196813
2007-02-12,0.0017477001632621653
2007-02-13,-0.008973281520470533
2007-02-14,0.002576508980519009
2007-02-15,0.002271109288833022
2007-02-16,-0.0012001224513882459
2007-02-19,0.000959466938902018
2007-02-20,0.00031630141785864846
2007-02-21,0.002800217361946655
2007-02-22,0.0017736309064724102
2007-02-23,-0.0033962843232269737
2007-02-26,-0.0022352995646681647
2007-02-27,0.004431038585118479
2007-02-28,0.0038112437366197623
2007-03-01,-0.003177394560108818
2007-03-02,0.0040232443502777005
2007-03-05,9.449558917391668e-06
2007-03-06,0.005240617203553089
2007-03-07,0.0019347238142129583
2007-03-08,-0.006160527078704638
2007-03-09,0.002103341645651808
2007-03-12,0.00040783184166550193
2007-03-13,-0.0038860150230062276
2007-03-14,-0.003625869275530191
2007-03-15,0.0020270966642150622
2007-03-16,0.007163774035505614
2007-03-19,-0.0006029707108939177
2007-03-20,-0.005268574678763102
2007-03-21,-0.001430401375909919
2007-03-22,0.0029767710548930485
2007-03-23,-0.0008461458134779882
2007-03-26,-0.0011482549150721535
2007-03-27,-0.0012612685672898074
2007-03-28,-0.0026984730892114484
2007-03-29,-0.0046570463934511854
2007-03-30,0.003828886959260848
2007-04-02,0.0032363771565153254
2007-04-03,-0.005247029708513177
2007-04-04,-0.005589248557713463
2007-04-05,0.003205351187794225
2007-04-06,0.0033071672122090383
2007-04-09,-0.001691451756829602
2007-04-10,0.004062599004003802
2007-04-11,0.0018635915320470446
2007-04-12,0.0016852142835271035
2007-04-13,-0.0012421272548105995
2007-04-16,0.0011259830682869044
2007-04-17,0.0023537234037384848
2007-04-18,-0.004003350279843425
2007-04-19,-0.0003176061374738241
2007-04-20,-0.0016643944374546047
2007-04-23,-5.3360665267450196e-05
2007-04-24,0.001719714449999969
2007-04-25,-0.0002464389952053566
2007-04-26,-0.0001185606101766544
2007-04-27,0.0020458161707094464
2007-04-30,-0.00528582277643548
2007-05-01,0.0030999813728623607
2007-05-02,0.0003789989360290561
2007-05-03,4.779060795220564e-05
2007-05-04,0.004849416835220523
2007-05-07,0.004475480517480942
2007-05-08,-0.001589721830923806
2007-05-09,-1.7438960539477538e-05
2007-05-10,0.0021091257737443137
2007-05-11,-0.003479302903048493
2007-05-14,0.0006899236860239354
2007-05-15,-0.0005157177277700901
2007-05-16,0.00017002071960157213
2007-05-17,0.0030213026278080573
2007-05-18,-0.0010687917092278999
2007-05-21,-0.0016223183663869904
2007-05-22,0.0025690358912188915
2007-05-23,-0.0008040748014462189
2007-05-24,-0.002491997895129114
2007-05-25,-0.0005104864141487677
2007-05-28,-0.0004183732336766001
2007-05-29,0.0030117742149396694
2007-05-30,-0.0051377180344415055
2007-05-31,-0.00027371513584003454
2007-06-01,-0.0003323355323706751
2007-06-04,-0.00452245973234884
2007-06-05,0.005744409391438155
2007-06-06,-0.0047968671241932085
2007-06-07,-0.0005115554840193357
2007-06-08,0.0005385824702653535
2007-06-11,0.0044280315515451175
2007-06-12,-0.0005052046969407171
2007-06-13,-0.0022169146320177684
2007-06-14,0.004094674200282511
2007-06-15,-0.004224947591203856
2007-06-18,0.004945319376759501
2007-06-19,0.001296059449033164
2007-06-20,0.002978782761598928
2007-06-21,-0.003033963223121039
2007-06-22,-0.0030457667555563775
2007-06-25,0.005308157410372642
2007-06-26,0.00037522719685219763
2007-06-27,-0.0012719216822952109
2007-06-28,0.0003175761975190498
2007-06-29,0.0015617458937363861
2007-07-02,0.00192503748624167
2007-07-03,-0.00031500658037491674
2007-07-04,0.0031821914099250956
2007-07-05,0.002946862831844461
2007-07-06,0.0037289981514783766
2007-07-09,0.005221259773470708
2007-07-10,0.0019298494801527268
2007-07-11,0.0012233579915022393
2007-07-12,-0.0022961990621190665
2007-07-13,-0.0012410211169670091
2007-07-16,-0.00022241134170127735
2007-07-17,-0.0013734333379039482
2007-07-18,0.0007867923700878095
2007-07-19,-0.001927680250979245
2007-07-20,0.0013399093468122775
2007-07-23,0.0014090212023210558
2007-07-24,0.0027279230053488617
2007-07-25,0.0024682304850041897
2007-07-26,-0.002917970441332977
2007-07-27,-0.004682211645093468
2007-07-30,0.0011003415290159
2007-07-31,0.004607351443507243
2007-08-01,-0.0017128023435412573
2007-08-02,0.002128989745130144
2007-08-03,-0.004466443618542807
2007-08-06,0.00038618635544798084
2007-08-07,-0.0013389775867979855
2007-08-08,-0.003902745853642531
2007-08-09,0.00501087979346226
2007-08-10,-0.0012314092085364443
2007-08-13,-0.002869904341518192
2007-08-14,7.877661680433202e-07
2007-08-15,-0.0025658566026765905
2007-08-16,0.006602008769553578
2007-08-17,-0.0008439460318600495
2007-08-20,0.003682540203646149
2007-08-21,0.003006535121934547
2007-08-22,-0.0039039949522345634
2007-08-23,0.0009484492576675527
2007-08-24,-0.0041328295168947425
2007-08-27,0.004279617753249386
2007-08-28,0.003412657605429941
2007-08-29,-0.0016377861004496876
2007-08-30,0.004277547518446792
2007-08-31,0.0014427321022161099
2007-09-03,-0.0007795060699512085
2007-09-04,1.1489146907243692e-05
2007-09-05,-0.004592091211635257
2007-09-06,-0.0034153400045725873
2007-09-07,-0.00023191916487023912
2007-09-10,0.0050493037405224565
2007-09-11,-0.0018521765911845229
2007-09-12,-0.00025878324463438854
2007-09-13,-0.003415506147722764
2007-09-14,-0.0034499330168727554
2007-09-17,-0.000808584963209776
2007-09-18,0.002672495061672564
2007-09-19,0.003097471662615119
2007-09-20,0.0012083033288304795
2007-09-21,0.0002157102103864262
2007-09-24,0.00109007981192275
2007-09-25,0.0016784823525809235
2007-09-26,-0.002578773164637822
2007-09-27,0.002213332360833338
2007-09-28,0.0036868525366295516
2007-10-01,0.005494259228570908
2007-10-02,0.0005479106503523416
2007-10-03,0.00264500858430707
2007-10-04,-0.0007094700913514339
2007-10-05,-0.0013401811680234862
2007-10-08,-0.0015459056539543908
2007-10-09,0.0016986489610127079
2007-10-10,-0.002003097979280395
2007-10-11,0.0012441921031095334
2007-10-12,0.00022164090644158775
2007-10-15,0.0006046762782644505
2007-10-16,0.0013281829488744562
2007-10-17,-0.0004532963992470917
2007-10-18,-0.002716909120930466
2007-10-19,0.0021653382048374787
2007-10-22,-0.00035915603659889114
2007-10-23,0.003226124709961657
2007-10-24,0.0013171895300696957
2007-10-25,0.002461351652849068
2007-10-26,0.0002138598497787135
2007-10-29,0.005218469449997234
2007-10-30,0.004030159840617513
2007-10-31,-0.0017117035900027014
2007-11-01,-0.0010541655324617866
2007-11-02,-0.00031221795231136605
2007-11-05,-4.419303020404455e-05
2007-11-06,-0.0021671506920812075
2007-11-07,0.0028916355365093123
2007-11-08,-0.0007437374605347599
2007-11-09,-0.0003077190184543845
2007-11-12,0.0040500103943214944
2007-11-13,0.00032746424909190473
2007-11-14,-0.0008488798209886505
2007-11-15,0.0024752763989399186
2007-11-16,0.003518226413678933
2007-11-19,-0.00036389703905581757
2007-11-20,-0.0007025828840535012
2007-11-21,0.0013728780504987262
2007-11-22,0.0011928038383178107
2007-11-23,0.004276681057040318
2007-11-26,0.0002515596869272329
2007-11-27,0.0007991476114034341
2007-11-28,0.006211348824710541
2007-11-29,-0.001601993578049299
2007-11-30,-0.002909864664463476
2007-12-03,9.34441300218312e-05
2007-12-04,-0.002153345725639063
2007-12-05,0.0049115656079038806
2007-12-06,-0.002657641120037888
2007-12-07,-0.0025587255794824993
2007-12-10,0.001082438856219598
2007-12-11,0.006803501759749091
2007-12-12,0.0004897665308244668
2007-12-13,0.0008699753985628477
2007-12-14,0.0022362213843517584
2007-12-17,-0.0025968260667036565
2007-12-18,0.001413281725906225
2007-12-19,-0.0012440357670788185
2007-12-20,-0.000170506319297615
2007-12-21,-0.0039040721074672475
2007-12-24,0.005526508464327246
2007-12-25,0.0031914722720335804
2007-12-26,-0.0046424936527240624
2007-12-27,-0.0007391038078342141
2007-12-28,-0.0009132407113625047
2007-12-31,-9.347358848946891e-05
2008-01-01,0.005435442839587748
2008-01-02,-0.0018187622358839862
2008-01-03,-9.94176083315959e-05
2008-01-04,0.00374851680610618
2008-01-07,-0.0015322655112381526
2008-01-08,0.0008080203116525686
2008-01-09,-0.002346713771742856
2008-01-10,0.0026392894249612307
2008-01-11,0.0029623559612537726
2008-01-14,0.0016376154998134303
2008-01-15,0.005963933795202537
2008-01-16,0.0018498557313599727
2008-01-17,-0.002472321889850103
2008-01-18,0.006320018587200993
2008-01-21,-0.001388163989323608
2008-01-22,0.0011383527305866112
2008-01-23,0.00019272148185748
2008-01-24,-0.0055510413234707845
2008-01-25,0.004164595805735694
2008-01-28,-0.0003374991114910163
2008-01-29,6.452509526342097e-05
2008-01-30,0.0028026246535752396
2008-01-31,-0.004298170875543701
2008-02-01,0.0020002979580948255
2008-02-04,0.002120794960016381
2008-02-05,5.745951175605685e-05
2008-02-06,-0.0006102388266757235
2008-02-07,-0.008264190382118694
2008-02-08,0.004607811813557035
2008-02-11,0.002795942469417129
2008-02-12,0.0019516778390128954
2008-02-13,0.0018889037927677136
2008-02-14,0.0013957065238089828
2008-02-15,-0.0013882489050157107
2008-02-18,0.0019059799579485975
2008-02-19,-0.0006065762256890678
2008-02-20,-0.0012662326638799117
