split,train_end,test_end,cond_sample,cond_lw,erank_sample,erank_lw,turnover_sample,turnover_lw,turnover_hrp,oos_sharpe_sample,oos_sharpe_lw,oos_sharpe_hrp,weight_diff_l2,weight_diff_l2_hrp_sample,weight_diff_l2_hrp_lw
10,2026-09-15,2010-05-27,9.945775202328164,9.417201087577409,17.95565825779768,18.016950611522724,0.08291285727944019,0.08328403747124477,0.009252019100182265,2.681643198925357,2.7018288050766346,1.0026751331343484,0.0069396837461085294,0.2421058386005107,0.2424424364045067
11,2026-09-15,2010-11-23,9.990573020851485,9.460703746255472,17.948719268971768,18.00993033942217,0.09530892613810377,0.09519374837752105,0.013514618223262703,0.25056162469044835,0.22946527654195298,0.6164448587386797,0.005903824161038931,0.2507220401282149,0.251909590094275
12,2026-09-15,2011-05-20,9.928867277373373,9.398953228690687,17.966886821710755,18.028222492326783,0.09191370233143845,0.09170755268954661,0.012606127713200115,-0.3377691600703542,-0.3195624779851127,-1.4846246727066545,0.007015456677137049,0.25702122088979734,0.25721073479863377
13,2026-09-15,2011-11-16,9.935491940687976,9.408056756181473,17.957485072647863,18.018770929364017,0.10466086608413239,0.10465155972531238,0.012132991889473923,-0.6252554734838351,-0.6495400451509898,-1.2053731802504237,0.005989269862179163,0.23246197233086957,0.23367172657078733
14,2026-09-15,2012-05-14,9.860140457607107,9.338419268977997,17.963023010043425,18.02434695261135,0.08774768914082723,0.08852725512229456,0.013855195916102944,-0.24388122733823966,-0.2738103317703509,-0.30187238248681475,0.006113402819309857,0.252406633639471,0.25346830066624093
15,2026-09-15,2012-11-08,9.891266362460744,9.362355025123941,17.967582289361093,18.029070621425166,0.0540104596238066,0.05433860671465343,0.014816703756020686,-0.4552308805720762,-0.46728565073702627,0.6772927277379797,0.006724938812659172,0.26314066956602655,0.26442421669199995
16,2026-09-15,2013-05-07,9.863065250211214,9.337613638942555,17.970593707300345,18.03201326136866,0.06362442928977363,0.06419939990316895,0.0057651722484431105,2.7941251333361747,2.792278941972186,3.347693527701717,0.006758302912921778,0.2621331166860629,0.2630279532090279
17,2026-09-15,2013-11-01,9.909939908054557,9.380901442390606,17.968225223758992,18.029630475102195,0.05818904511687939,0.05862319458381454,0.012001136689667645,0.878996443805241,0.8966653537377014,-1.0141318571694637,0.006878256729519768,0.2445301600231885,0.244985590516673
18,2026-09-15,2014-04-30,9.926637910470676,9.401836802692907,17.952725871312555,18.013973111116748,0.0825466342508859,0.08283759184752199,0.013638430244392197,0.9729247732248995,0.9691158545857909,2.1725554324691796,0.006280689453797214,0.25168579173217365,0.2527283796505216
19,2026-09-15,2014-10-27,9.922765401643526,9.398370580857614,17.9588440369387,18.01999137773593,0.08146002053807479,0.08204771733469808,0.007998627452112526,-0.8738755456476098,-0.8839472065447619,0.9157201732869765,0.006575337278159342,0.26136851967371577,0.2621619910275571
20,2026-09-15,2015-04-23,9.944105082282123,9.41593859308902,17.960121373942226,18.021371053749988,0.06534895963024911,0.06598235666517355,0.01692044295261454,0.9594950768563595,0.9791976849321968,0.48283000356200834,0.00714892306769931,0.2474464850939336,0.24774418145851237
21,2026-09-15,2015-10-20,10.021328409458198,9.486164078376731,17.952332136591597,18.013648598579486,0.08962324519075673,0.08994543359042058,0.017118573107884807,0.8083597570045051,0.7697616111539596,2.3154555020388976,0.006347200838515578,0.26492082344820345,0.26618044883591335
22,2026-09-15,2016-04-15,9.941589261829508,9.413556251963245,17.95670945644948,18.018024469992607,0.0663767860595889,0.06676505071378994,0.007631580820613229,-0.20880288730426458,-0.22313173606000136,-1.4536307210629005,0.006097121721933436,0.24619054560503142,0.2473433074112311
23,2026-09-15,2016-10-12,9.92287811933625,9.392703930891479,17.96523518408371,18.02668022319996,0.051197818521221426,0.05172080289665153,0.010725001344932466,-0.01956389688480414,-0.024073413540623874,-0.9654798869203235,0.006391029741202221,0.24283162637213923,0.24378784868335085
24,2026-09-15,2017-04-10,9.99780463421703,9.46321435180484,17.955089365467146,18.016494306962738,0.0658861950547533,0.06575653786674238,0.0024586325075067854,1.9626000685730587,1.9472305952818947,1.5181881333762188,0.005417481718574343,0.2677395552813786,0.26924024239541633
25,2026-09-15,2017-10-05,9.948854438109224,9.420974462455495,17.95508446952707,18.01636932516618,0.06440455979551293,0.06494373703807056,0.0026748430468817204,0.7913736583200401,0.7768716013639146,0.4365372170425616,0.005846905242202048,0.24899143017734357,0.2500874295027933
26,2026-09-15,2018-04-03,9.97017541391397,9.440443106124826,17.955289843329233,18.016503558632174,0.07080118809487349,0.07103326278233574,0.011595611303599835,1.9015349476582841,1.913127002574275,0.11648857865128233,0.00693107996588404,0.24658697242639274,0.24716783870252676
27,2026-09-15,2018-09-28,10.007229318706328,9.475607968037332,17.950463716635575,18.01164770601591,0.07002368276546787,0.07072776508311418,0.012910368930559576,3.200534155041621,3.2049870522978345,2.415994832691099,0.006526621868885436,0.24521413040233403,0.24601608967270605
28,2026-09-15,2019-03-27,9.990822968919659,9.455409330054819,17.95430138560625,18.015789703175162,0.08942994445727805,0.09018219557417795,0.011242397361317876,-0.6304582202393602,-0.6137370467214154,-0.2290494997370096,0.007189758574686595,0.2653385154644927,0.26559300798859226
29,2026-09-15,2019-09-23,9.915399937747146,9.387628974469772,17.958241796073352,18.019674296071916,0.08602709824722926,0.08659245332598332,0.014547386830642267,-0.9305115105610766,-0.9506104911054961,0.22561391849714382,0.006436993602364288,0.2414698253849868,0.24244101673468207
30,2026-09-15,2020-03-19,9.886855130852894,9.36408720388538,17.95787112687039,18.01918382548961,0.08472321759623483,0.08546419537830863,0.01508908807794871,0.32444798416014686,0.32687106786477527,0.19883570074714174,0.006716795846537002,0.26167110825219814,0.2624739645650726
31,2026-09-15,2020-09-15,9.9540142520731,9.424365069634336,17.957902074029434,18.019192854831406,0.07685872104337099,0.0777974588212703,0.01186265536640679,0.2156355894646395,0.21054310967724946,-2.4576610645089825,0.006605751832508434,0.2397923299035025,0.24059388750157037
32,2026-09-15,2021-03-12,9.921460130223824,9.389319991035475,17.970381371152822,18.03187729468149,0.1051957101337137,0.10593749600796143,0.013359460421581293,-1.5776588716728976,-1.5887733274539015,-1.1468712809294668,0.0064022076601840784,0.2462179724504232,0.24729323541364862
33,2026-09-15,2021-09-08,9.888068786348596,9.35831403911003,17.97359929766432,18.035086383938896,0.0755190708032465,0.0761878874226392,0.012830675921409622,-0.5878424150160831,-0.6068588568034976,0.7304233799303717,0.006353597172283941,0.2545754814116054,0.2556978789399462
34,2026-09-15,2022-03-07,9.916947215976238,9.388560790391429,17.9621668885884,18.02354237025188,0.05493933249625048,0.055565773031987536,0.01262361684360583,1.2733118717442682,1.2690889773609524,-1.3787694780507818,0.006259542522506065,0.23436511259243603,0.23532540490666595
35,2026-09-15,2022-09-01,9.887228679873482,9.361901556020817,17.961054737917344,18.022449040984622,0.05720908439412928,0.05752857581535786,0.013384507114718464,-1.6491332821087399,-1.6736333379829489,-0.9949046535971665,0.0061097309930002695,0.24004716965201142,0.24111862465957798
36,2026-09-15,2023-02-28,9.818733114839745,9.295964052437919,17.969571510441185,18.0311106865497,0.09898090782701595,0.0986801530780788,0.009606307308340969,-0.5168798040496866,-0.4647273639194721,-2.0133247028362105,0.007456670863688679,0.2390567557101657,0.23855483475586073
37,2026-09-15,2023-08-25,9.921977487835017,9.393067635557617,17.96454789648107,18.025897961157625,0.07734333184438966,0.07749043400156742,0.008939641406567167,1.7178956128832608,1.7119292178403438,3.0347466513483594,0.00658534523806844,0.25179284688849113,0.2526406483048624
38,2026-09-15,2024-02-21,9.95693552906481,9.430152071813806,17.951393349601698,18.01260671084566,0.09228463078659724,0.0930054211800031,0.009783781496690826,1.5754002098521898,1.5550143923266713,1.3860951907852406,0.006336718697944384,0.25562929709575855,0.25668722437393
39,2026-09-15,2024-08-19,9.897453594858932,9.37463860232495,17.957069631466812,18.018316757276924,0.0848738697710308,0.08506065477992503,0.01224966713755666,1.3431971228350472,1.3344098928612682,0.8377027401306187,0.006630851637688179,0.23660778557600992,0.2373695653016954
40,2026-09-15,2025-02-13,9.95044136038936,9.423241670553915,17.95492596454623,18.016160920726527,0.06672258223671113,0.06707282008438543,0.01431190869278475,1.9800830723073128,1.9826079655641171,3.6835626141115965,0.006596138845164311,0.254661516133369,0.2556517912766401
41,2026-09-15,2025-08-12,9.895092267736418,9.371425731746237,17.960875327939835,18.022079396883285,0.08256889580684663,0.0831535797323165,0.009553663134848019,1.8431793919339352,1.8397960827511863,1.1264340529671923,0.007142399380327385,0.28197688258001613,0.2829587020219763
42,2026-09-15,2026-02-06,9.842150506558546,9.323146227037107,17.96361621666629,18.024880833209693,0.09085000059468869,0.09175407319434926,0.01599470427713979,0.5965277637174174,0.6135500475818128,0.5171757949135497,0.0065231872717210855,0.2532790875134631,0.25404253737888427
43,2026-01-19,2026-09-15,9.917461553674922,9.387763495165716,17.962487062175818,18.02408819077618,0.07131538323090367,0.07221345833842716,0.013406962972625516,0.03198801787730646,0.03000367594095059,-0.6364444628173123,0.006719453004094547,0.24252821850720085,0.24343527152546435
